question_id,lane,answer_type,round,K,evidence_mode,coverage_incomplete,tickers,parse_rate,gold_scoreable,tu,au,eu,tu_mm,au_mm,eu_mm,tu_norm,au_norm,eu_norm,eu_tu_ratio,predicted,p_sys,agent_entropy_fundamental,agent_entropy_trading,k_eff_fundamental,k_eff_trading,arm,gold_label
F1,F,yes_no_mixed,0,10,intervention,True,AAPL,1.0,False,0.3250829733914482,0.25020121176909393,0.07488176162235427,0.3500829733914482,0.27520121176909396,0.07488176162235427,0.29590327428938457,0.2277429575017976,0.06816031678758694,0.23034661225454434,insufficient_data,"{""yes"": 0.0, ""no"": 0.1, ""insufficient_data"": 0.9}",0.5004024235381879,-0.0,10,10,directional_menu,mixed
F1,F,yes_no_mixed,0,10,intervention,True,AAPL,1.0,True,0.42270908780599087,0.30543215102744675,0.11727693677854412,0.4477090878059909,0.3304321510274468,0.11727693677854412,0.30492015235820025,0.22032272480767318,0.08459742755052704,0.2774412478029577,insufficient_data,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.15, ""insufficient_data"": 0.85}",0.6108643020548935,-0.0,10,10,0.15,False,1.4449999999999998,1.69644928942373,0.3,0.0,hedge_justified,mixed
F11,F,yes_no_mixed,0,10,intervention,True,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.1972245773362196,0.0,0.0,directional_menu,yes
F11,F,yes_no_mixed,0,10,intervention,True,TSLA,1.0,True,0.6474466390346325,0.30543215102744675,0.34201448800718576,0.6724466390346325,0.3304321510274468,0.34201448800718576,0.46703402768774555,0.22032272480767318,0.24671130288007237,0.5282512370705057,mixed,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.65, ""insufficient_data"": 0.35}",-0.0,0.6108643020548935,10,10,0.0,False,1.5450000000000002,2.4849066497880004,0.0,0.0,hedge_justified,yes
FT1,FT,supportive_judgment,0,10,intervention,True,AAPL,1.0,False,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,directional_menu,conditional
FT1,FT,supportive_judgment,0,10,intervention,True,AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,conditional,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,hedge_justified,conditional
FT2,FT,supportive_judgment,0,10,intervention,False,TSLA,1.0,True,0.1985152433458726,0.1625414866957241,0.035973756650148486,0.22351524334587258,0.1875414866957241,0.035973756650148486,0.18069636157678548,0.14795163714469228,0.032744724432093204,0.18121407728610292,insufficient_data,"{""supportive"": 0.0, ""unsupportive"": 0.05, ""insufficient_data"": 0.95}",-0.0,0.3250829733914482,10,10,0.05,False,1.805,1.934860312868728,0.0,0.1,directional_menu,unsupportive
FT2,FT,supportive_judgment,0,10,intervention,False,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,conditional,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,hedge_justified,unsupportive
FT10,FT,supportive_judgment,0,10,intervention,True,QCOM,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.1972245773362196,0.0,0.0,directional_menu,supportive
FT10,FT,supportive_judgment,0,10,intervention,True,QCOM,1.0,True,0.9376369622724492,0.7854786959330181,0.15215826633943108,0.9876369622724492,0.8604786959330182,0.12715826633943106,0.6763620978123273,0.5666031096732477,0.10975898813907965,0.16227844300278177,insufficient_data,"{""supportive"": 0.0, ""unsupportive"": 0.25, ""conditional"": 0.15, ""insufficient_data"": 0.6}",0.8979457248567797,0.6730116670092565,10,10,0.0,False,1.4449999999999998,2.4849066497880004,0.0,0.0,hedge_justified,supportive
FT12,FT,yes_no_mixed,0,10,intervention,False,AMD,1.0,True,0.6881388137135884,0.5556333627965406,0.1325054509170478,0.7131388137135884,0.6056333627965407,0.10750545091704777,0.626370941606566,0.505759282439992,0.12061165916657393,0.19255628119851723,yes,"{""yes"": 0.55, ""no"": 0.45, ""insufficient_data"": 0.0}",0.5004024235381879,0.6108643020548935,10,10,0.55,True,0.4049999999999999,0.7386095546367025,0.8,0.3,directional_menu,yes
FT12,FT,yes_no_mixed,0,10,intervention,False,AMD,1.0,True,0.1985152433458726,0.1625414866957241,0.035973756650148486,0.22351524334587258,0.1875414866957241,0.035973756650148486,0.1431984785579781,0.11724889839732029,0.025949580160657796,0.18121407728610292,yes,"{""yes"": 0.95, ""no"": 0.05, ""mixed"": 0.0, ""insufficient_data"": 0.0}",0.3250829733914482,-0.0,10,10,0.95,True,0.0050000000000000044,0.33314444652853825,0.9,1.0,hedge_justified,yes
